Profiling_ID,Item_ID,Item_Category,Priority_Level,Warehouse_Code,Storage_Zone,Movement_Velocity,Last_Profiled_Date
PROF4003860,ITEM103860,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2023-07-22
PROF4003861,ITEM103861,Packaging,Low,WH_BLR_01,Zone A,Slow Moving,2024-12-08
PROF4003862,ITEM103862,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-05-19
PROF4003863,ITEM103863,Finished Goods,High,WH_NAG_01,Overflow,Slow Moving,2024-05-10
PROF4003864,ITEM103864,Finished Goods,Low,WH_BLR_01,Zone A,Slow Moving,2024-04-06
PROF4003865,ITEM103865,Consumables,High,WH_NAG_01,Zone B,Slow Moving,2023-02-28
PROF4003866,ITEM103866,Raw Material,Medium,WH_BLR_01,Zone C,Slow Moving,2023-03-26
PROF4003867,ITEM103867,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-01-26
PROF4003868,ITEM103868,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2024-10-29
PROF4003869,ITEM103869,Consumables,High,WH_CHN_01,Zone A,Slow Moving,2024-01-24
PROF4003870,ITEM103870,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-09-07
PROF4003871,ITEM103871,Packaging,High,WH_NAG_01,Zone A,Slow Moving,2023-07-17
PROF4003872,ITEM103872,Packaging,Medium,WH_BLR_01,Zone B,Slow Moving,2023-02-23
PROF4003873,ITEM103873,Spare Parts,High,WH_PUN_01,Zone A,Slow Moving,2023-01-23
PROF4003874,ITEM103874,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2024-06-02
PROF4003875,ITEM103875,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2024-12-30
PROF4003876,ITEM103876,Finished Goods,High,WH_MUM_01,Zone A,Slow Moving,2024-10-16
PROF4003877,ITEM103877,Consumables,High,WH_BLR_01,Zone A,Slow Moving,2023-05-05
PROF4003878,ITEM103878,Spare Parts,High,WH_BLR_01,Zone C,Slow Moving,2023-06-19
PROF4003879,ITEM103879,Finished Goods,Medium,WH_DEL_01,Zone C,Slow Moving,2024-07-13
PROF4003880,ITEM103880,Spare Parts,Medium,WH_MUM_01,Zone A,Slow Moving,2023-08-03
PROF4003881,ITEM103881,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-09-16
PROF4003882,ITEM103882,Packaging,High,WH_DEL_01,Zone B,Slow Moving,2023-03-11
PROF4003883,ITEM103883,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-01-29
PROF4003884,ITEM103884,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-10-25
PROF4003885,ITEM103885,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2024-08-15
PROF4003886,ITEM103886,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2024-03-04
PROF4003887,ITEM103887,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2024-03-24
PROF4003888,ITEM103888,Finished Goods,Low,WH_MUM_01,Overflow,Slow Moving,2023-06-19
PROF4003889,ITEM103889,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-03-15
PROF4003890,ITEM103890,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2023-11-08
PROF4003891,ITEM103891,Consumables,Low,WH_CHN_01,Zone B,Slow Moving,2023-10-10
PROF4003892,ITEM103892,Consumables,Medium,WH_CHN_01,Zone A,Slow Moving,2023-12-31
PROF4003893,ITEM103893,Raw Material,Medium,WH_MUM_01,Overflow,Slow Moving,2023-01-25
PROF4003894,ITEM103894,Finished Goods,High,WH_CHN_01,Zone B,Slow Moving,2024-01-18
PROF4003895,ITEM103895,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2023-10-05
PROF4003896,ITEM103896,Raw Material,Medium,WH_PUN_01,Zone A,Slow Moving,2023-02-04
PROF4003897,ITEM103897,Consumables,High,WH_BLR_01,Overflow,Slow Moving,2023-04-27
PROF4003898,ITEM103898,Finished Goods,High,WH_NAG_01,Zone B,Slow Moving,2023-11-19
PROF4003899,ITEM103899,Spare Parts,Medium,WH_BLR_01,Zone B,Slow Moving,2023-03-12
PROF4003900,ITEM103900,Finished Goods,Medium,WH_PUN_01,Overflow,Slow Moving,2023-04-10
PROF4003901,ITEM103901,Packaging,High,WH_NAG_01,Zone A,Slow Moving,2023-07-20
PROF4003902,ITEM103902,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2023-08-04
PROF4003903,ITEM103903,Spare Parts,Low,WH_DEL_01,Zone A,Slow Moving,2023-04-20
PROF4003904,ITEM103904,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2023-11-12
PROF4003905,ITEM103905,Finished Goods,Medium,WH_MUM_01,Zone C,Slow Moving,2023-01-19
PROF4003906,ITEM103906,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2023-11-19
PROF4003907,ITEM103907,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-04-08
PROF4003908,ITEM103908,Raw Material,High,WH_CHN_01,Zone B,Slow Moving,2023-05-31
PROF4003909,ITEM103909,Finished Goods,Medium,WH_BLR_01,Overflow,Slow Moving,2024-08-06
PROF4003910,ITEM103910,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-06-16
PROF4003911,ITEM103911,Consumables,High,WH_PUN_01,Zone B,Slow Moving,2023-06-27
PROF4003912,ITEM103912,Consumables,Medium,WH_NAG_01,Zone A,Slow Moving,2024-08-28
PROF4003913,ITEM103913,Packaging,High,WH_NAG_01,Zone B,Slow Moving,2024-05-04
PROF4003914,ITEM103914,Consumables,High,WH_BLR_01,Overflow,Slow Moving,2024-11-14
PROF4003915,ITEM103915,Packaging,High,WH_MUM_01,Zone B,Slow Moving,2023-04-19
PROF4003916,ITEM103916,Consumables,High,WH_PUN_01,Zone B,Slow Moving,2024-09-18
PROF4003917,ITEM103917,Consumables,Medium,WH_PUN_01,Zone C,Slow Moving,2023-01-26
PROF4003918,ITEM103918,Packaging,Medium,WH_DEL_01,Overflow,Slow Moving,2024-12-09
PROF4003919,ITEM103919,Packaging,Low,WH_PUN_01,Zone A,Slow Moving,2023-09-07
PROF4003920,ITEM103920,Spare Parts,Medium,WH_NAG_01,Zone C,Slow Moving,2024-05-13
PROF4003921,ITEM103921,Packaging,High,WH_CHN_01,Zone B,Slow Moving,2024-05-17
PROF4003922,ITEM103922,Raw Material,Medium,WH_CHN_01,Overflow,Slow Moving,2024-07-06
PROF4003923,ITEM103923,Raw Material,Low,WH_MUM_01,Overflow,Slow Moving,2024-04-16
PROF4003924,ITEM103924,Raw Material,Low,WH_CHN_01,Zone C,Slow Moving,2024-01-10
PROF4003925,ITEM103925,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2023-08-27
PROF4003926,ITEM103926,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2024-11-03
PROF4003927,ITEM103927,Consumables,Low,WH_MUM_01,Zone B,Slow Moving,2023-10-08
PROF4003928,ITEM103928,Finished Goods,Low,WH_MUM_01,Zone C,Slow Moving,2023-06-09
PROF4003929,ITEM103929,Raw Material,High,WH_CHN_01,Zone C,Slow Moving,2024-08-09
PROF4003930,ITEM103930,Raw Material,Low,WH_BLR_01,Zone B,Slow Moving,2024-06-04
PROF4003931,ITEM103931,Spare Parts,Low,WH_DEL_01,Zone B,Slow Moving,2023-05-21
PROF4003932,ITEM103932,Packaging,Low,WH_BLR_01,Zone B,Slow Moving,2024-05-01
PROF4003933,ITEM103933,Finished Goods,High,WH_BLR_01,Zone C,Slow Moving,2023-12-28
PROF4003934,ITEM103934,Consumables,High,WH_PUN_01,Overflow,Slow Moving,2023-11-26
PROF4003935,ITEM103935,Finished Goods,Medium,WH_MUM_01,Zone B,Slow Moving,2023-08-11
PROF4003936,ITEM103936,Raw Material,Medium,WH_BLR_01,Overflow,Slow Moving,2024-10-07
PROF4003937,ITEM103937,Spare Parts,Medium,WH_MUM_01,Zone A,Slow Moving,2024-11-04
PROF4003938,ITEM103938,Spare Parts,Low,WH_PUN_01,Zone B,Slow Moving,2023-06-23
PROF4003939,ITEM103939,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2023-10-11
PROF4003940,ITEM103940,Packaging,Medium,WH_CHN_01,Overflow,Slow Moving,2024-12-12
PROF4003941,ITEM103941,Packaging,Low,WH_NAG_01,Zone A,Slow Moving,2023-02-02
PROF4003942,ITEM103942,Finished Goods,High,WH_NAG_01,Zone B,Slow Moving,2023-05-23
PROF4003943,ITEM103943,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2023-07-18
PROF4003944,ITEM103944,Packaging,Medium,WH_CHN_01,Zone C,Slow Moving,2023-01-24
PROF4003945,ITEM103945,Packaging,Low,WH_NAG_01,Zone A,Slow Moving,2024-09-19
PROF4003946,ITEM103946,Finished Goods,Low,WH_CHN_01,Zone B,Slow Moving,2024-08-11
PROF4003947,ITEM103947,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2023-12-08
PROF4003948,ITEM103948,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-03-18
PROF4003949,ITEM103949,Raw Material,Medium,WH_BLR_01,Zone C,Slow Moving,2024-06-23
PROF4003950,ITEM103950,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2023-02-19
PROF4003951,ITEM103951,Packaging,Medium,WH_PUN_01,Zone C,Slow Moving,2024-03-18
PROF4003952,ITEM103952,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-03-19
PROF4003953,ITEM103953,Consumables,Medium,WH_DEL_01,Zone C,Slow Moving,2024-12-31
PROF4003954,ITEM103954,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2024-07-13
PROF4003955,ITEM103955,Finished Goods,Medium,WH_MUM_01,Zone B,Slow Moving,2024-03-06
PROF4003956,ITEM103956,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2024-10-19
PROF4003957,ITEM103957,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2024-08-14
PROF4003958,ITEM103958,Consumables,Low,WH_DEL_01,Zone B,Slow Moving,2024-08-02
PROF4003959,ITEM103959,Spare Parts,High,WH_CHN_01,Zone B,Slow Moving,2023-07-30
PROF4003960,ITEM103960,Finished Goods,High,WH_DEL_01,Zone C,Slow Moving,2023-10-13
PROF4003961,ITEM103961,Raw Material,Low,WH_MUM_01,Zone A,Slow Moving,2024-06-12
PROF4003962,ITEM103962,Raw Material,High,WH_BLR_01,Zone B,Slow Moving,2024-03-11
PROF4003963,ITEM103963,Packaging,High,WH_MUM_01,Zone B,Slow Moving,2024-11-05
PROF4003964,ITEM103964,Raw Material,Medium,WH_MUM_01,Zone C,Slow Moving,2023-11-03
PROF4003965,ITEM103965,Packaging,Medium,WH_CHN_01,Zone B,Slow Moving,2024-12-30
PROF4003966,ITEM103966,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2023-01-29
PROF4003967,ITEM103967,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2023-09-30
PROF4003968,ITEM103968,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2024-03-15
PROF4003969,ITEM103969,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2024-06-20
PROF4003970,ITEM103970,Packaging,High,WH_PUN_01,Zone A,Slow Moving,2024-04-30
PROF4003971,ITEM103971,Finished Goods,High,WH_MUM_01,Zone C,Slow Moving,2023-03-12
PROF4003972,ITEM103972,Packaging,Low,WH_MUM_01,Zone C,Slow Moving,2024-07-22
PROF4003973,ITEM103973,Consumables,Medium,WH_BLR_01,Zone B,Slow Moving,2024-04-11
PROF4003974,ITEM103974,Raw Material,High,WH_CHN_01,Zone C,Slow Moving,2024-12-26
PROF4003975,ITEM103975,Consumables,High,WH_DEL_01,Zone A,Slow Moving,2023-11-23
PROF4003976,ITEM103976,Packaging,Medium,WH_NAG_01,Zone A,Slow Moving,2023-12-31
PROF4003977,ITEM103977,Consumables,Medium,WH_MUM_01,Zone C,Slow Moving,2024-09-01
PROF4003978,ITEM103978,Consumables,High,WH_DEL_01,Zone B,Slow Moving,2023-01-13
PROF4003979,ITEM103979,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2023-03-13
PROF4003980,ITEM103980,Raw Material,Medium,WH_MUM_01,Overflow,Slow Moving,2023-08-14
PROF4003981,ITEM103981,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2024-05-16
PROF4003982,ITEM103982,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2023-02-12
PROF4003983,ITEM103983,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2024-10-22
PROF4003984,ITEM103984,Consumables,Low,WH_DEL_01,Zone C,Slow Moving,2024-07-03
PROF4003985,ITEM103985,Consumables,Low,WH_DEL_01,Zone C,Slow Moving,2024-10-01
PROF4003986,ITEM103986,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2023-11-24
PROF4003987,ITEM103987,Finished Goods,Medium,WH_MUM_01,Zone B,Slow Moving,2024-02-20
PROF4003988,ITEM103988,Consumables,Medium,WH_PUN_01,Zone A,Slow Moving,2023-10-17
PROF4003989,ITEM103989,Packaging,Low,WH_NAG_01,Zone B,Slow Moving,2023-06-25
PROF4003990,ITEM103990,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-01-21
PROF4003991,ITEM103991,Consumables,High,WH_NAG_01,Zone B,Slow Moving,2023-11-09
PROF4003992,ITEM103992,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2024-08-14
PROF4003993,ITEM103993,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2023-04-30
PROF4003994,ITEM103994,Raw Material,Medium,WH_PUN_01,Overflow,Slow Moving,2023-03-10
PROF4003995,ITEM103995,Packaging,Low,WH_NAG_01,Zone B,Slow Moving,2024-06-16
PROF4003996,ITEM103996,Finished Goods,Medium,WH_DEL_01,Overflow,Slow Moving,2023-06-28
PROF4003997,ITEM103997,Spare Parts,Low,WH_MUM_01,Zone A,Slow Moving,2024-06-08
PROF4003998,ITEM103998,Raw Material,Low,WH_NAG_01,Zone A,Slow Moving,2023-06-03
PROF4003999,ITEM103999,Finished Goods,Low,WH_NAG_01,Zone A,Slow Moving,2024-06-03
PROF4004000,ITEM104000,Finished Goods,High,WH_DEL_01,Zone B,Slow Moving,2024-12-06
PROF4004001,ITEM104001,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2023-07-19
PROF4004002,ITEM104002,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-07-02
PROF4004003,ITEM104003,Finished Goods,High,WH_BLR_01,Overflow,Slow Moving,2024-03-11
PROF4004004,ITEM104004,Packaging,Medium,WH_PUN_01,Zone B,Slow Moving,2023-02-18
PROF4004005,ITEM104005,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2023-12-10
PROF4004006,ITEM104006,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-01-03
PROF4004007,ITEM104007,Consumables,Low,WH_CHN_01,Zone B,Slow Moving,2023-10-19
PROF4004008,ITEM104008,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-11-10
PROF4004009,ITEM104009,Consumables,Medium,WH_NAG_01,Zone A,Slow Moving,2024-07-19
PROF4004010,ITEM104010,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-11-03
PROF4004011,ITEM104011,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2024-07-28
PROF4004012,ITEM104012,Finished Goods,High,WH_DEL_01,Zone B,Slow Moving,2024-08-18
PROF4004013,ITEM104013,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-02-25
PROF4004014,ITEM104014,Consumables,Medium,WH_DEL_01,Zone B,Slow Moving,2023-06-25
PROF4004015,ITEM104015,Packaging,Medium,WH_BLR_01,Zone A,Slow Moving,2024-07-26
PROF4004016,ITEM104016,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-12-11
PROF4004017,ITEM104017,Consumables,High,WH_DEL_01,Zone A,Slow Moving,2023-05-02
PROF4004018,ITEM104018,Spare Parts,High,WH_DEL_01,Zone B,Slow Moving,2024-01-12
PROF4004019,ITEM104019,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2024-03-06
PROF4004020,ITEM104020,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-09-24
PROF4004021,ITEM104021,Packaging,High,WH_DEL_01,Zone B,Slow Moving,2024-05-13
PROF4004022,ITEM104022,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2024-03-26
PROF4004023,ITEM104023,Consumables,Medium,WH_BLR_01,Overflow,Slow Moving,2023-08-28
PROF4004024,ITEM104024,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-03-22
PROF4004025,ITEM104025,Spare Parts,Medium,WH_MUM_01,Zone C,Slow Moving,2023-08-08
PROF4004026,ITEM104026,Consumables,Medium,WH_MUM_01,Zone A,Slow Moving,2023-11-06
PROF4004027,ITEM104027,Consumables,Medium,WH_PUN_01,Zone B,Slow Moving,2024-05-17
PROF4004028,ITEM104028,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2024-06-30
PROF4004029,ITEM104029,Raw Material,Medium,WH_CHN_01,Overflow,Slow Moving,2024-03-21
PROF4004030,ITEM104030,Finished Goods,Medium,WH_BLR_01,Overflow,Slow Moving,2024-09-11
PROF4004031,ITEM104031,Finished Goods,Low,WH_MUM_01,Zone B,Slow Moving,2024-10-24
PROF4004032,ITEM104032,Packaging,Low,WH_CHN_01,Zone B,Slow Moving,2024-03-28
PROF4004033,ITEM104033,Raw Material,Low,WH_CHN_01,Zone A,Slow Moving,2023-10-01
PROF4004034,ITEM104034,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2024-12-11
PROF4004035,ITEM104035,Consumables,Medium,WH_DEL_01,Zone A,Slow Moving,2024-02-09
PROF4004036,ITEM104036,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2024-02-22
PROF4004037,ITEM104037,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2023-07-02
PROF4004038,ITEM104038,Raw Material,Medium,WH_NAG_01,Zone C,Slow Moving,2023-05-01
PROF4004039,ITEM104039,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-10-17
PROF4004040,ITEM104040,Spare Parts,High,WH_MUM_01,Zone A,Slow Moving,2024-05-24
PROF4004041,ITEM104041,Consumables,Medium,WH_DEL_01,Zone A,Slow Moving,2024-04-30
PROF4004042,ITEM104042,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2024-09-03
PROF4004043,ITEM104043,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-05-03
PROF4004044,ITEM104044,Consumables,Low,WH_NAG_01,Zone A,Slow Moving,2023-06-19
PROF4004045,ITEM104045,Packaging,Medium,WH_NAG_01,Zone C,Slow Moving,2024-12-15
PROF4004046,ITEM104046,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2023-12-11
PROF4004047,ITEM104047,Consumables,Medium,WH_PUN_01,Zone B,Slow Moving,2024-06-10
PROF4004048,ITEM104048,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2023-05-05
PROF4004049,ITEM104049,Raw Material,Medium,WH_CHN_01,Zone C,Slow Moving,2023-10-20
PROF4004050,ITEM104050,Packaging,Medium,WH_CHN_01,Zone A,Slow Moving,2024-12-14
PROF4004051,ITEM104051,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2023-02-28
PROF4004052,ITEM104052,Consumables,Medium,WH_MUM_01,Zone A,Slow Moving,2024-06-29
PROF4004053,ITEM104053,Packaging,Low,WH_BLR_01,Zone C,Slow Moving,2023-07-25
PROF4004054,ITEM104054,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2024-06-03
PROF4004055,ITEM104055,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2024-04-04
PROF4004056,ITEM104056,Raw Material,Medium,WH_MUM_01,Zone C,Slow Moving,2024-08-08
PROF4004057,ITEM104057,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2024-05-11
PROF4004058,ITEM104058,Finished Goods,High,WH_MUM_01,Zone A,Slow Moving,2023-06-17
PROF4004059,ITEM104059,Raw Material,Medium,WH_NAG_01,Overflow,Slow Moving,2023-04-09
PROF4004060,ITEM104060,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-09-25
PROF4004061,ITEM104061,Raw Material,High,WH_MUM_01,Overflow,Slow Moving,2023-10-26
PROF4004062,ITEM104062,Spare Parts,High,WH_BLR_01,Zone B,Slow Moving,2024-07-26
PROF4004063,ITEM104063,Raw Material,High,WH_MUM_01,Zone A,Slow Moving,2024-04-10
PROF4004064,ITEM104064,Raw Material,High,WH_DEL_01,Zone C,Slow Moving,2024-11-18
PROF4004065,ITEM104065,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2024-07-25
PROF4004066,ITEM104066,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2023-09-24
PROF4004067,ITEM104067,Packaging,Medium,WH_MUM_01,Zone A,Slow Moving,2024-01-10
PROF4004068,ITEM104068,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-01-19
PROF4004069,ITEM104069,Spare Parts,Low,WH_CHN_01,Zone A,Slow Moving,2023-05-28
PROF4004070,ITEM104070,Finished Goods,Medium,WH_NAG_01,Zone C,Slow Moving,2023-09-26
PROF4004071,ITEM104071,Raw Material,Low,WH_NAG_01,Zone A,Slow Moving,2024-08-01
PROF4004072,ITEM104072,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2023-12-30
PROF4004073,ITEM104073,Packaging,High,WH_BLR_01,Zone A,Slow Moving,2023-05-20
PROF4004074,ITEM104074,Consumables,High,WH_BLR_01,Zone A,Slow Moving,2024-08-19
PROF4004075,ITEM104075,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-05-04
PROF4004076,ITEM104076,Packaging,High,WH_BLR_01,Zone A,Slow Moving,2023-06-29
PROF4004077,ITEM104077,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-11-08
PROF4004078,ITEM104078,Spare Parts,Low,WH_BLR_01,Zone C,Slow Moving,2024-10-26
PROF4004079,ITEM104079,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2023-08-20
PROF4004080,ITEM104080,Packaging,Medium,WH_NAG_01,Zone B,Slow Moving,2024-03-30
PROF4004081,ITEM104081,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2023-03-15
PROF4004082,ITEM104082,Spare Parts,Medium,WH_NAG_01,Zone B,Slow Moving,2024-07-16
PROF4004083,ITEM104083,Consumables,Medium,WH_DEL_01,Zone B,Slow Moving,2023-06-10
PROF4004084,ITEM104084,Spare Parts,Low,WH_CHN_01,Zone A,Slow Moving,2024-02-23
PROF4004085,ITEM104085,Consumables,Low,WH_BLR_01,Zone A,Slow Moving,2023-12-18
PROF4004086,ITEM104086,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2023-02-12
PROF4004087,ITEM104087,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2024-05-02
PROF4004088,ITEM104088,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2024-03-22
PROF4004089,ITEM104089,Raw Material,High,WH_NAG_01,Zone A,Slow Moving,2024-08-13
PROF4004090,ITEM104090,Consumables,Medium,WH_MUM_01,Zone A,Slow Moving,2024-06-17
PROF4004091,ITEM104091,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2024-05-28
PROF4004092,ITEM104092,Raw Material,Low,WH_MUM_01,Zone A,Slow Moving,2023-06-26
PROF4004093,ITEM104093,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2024-05-03
PROF4004094,ITEM104094,Spare Parts,High,WH_NAG_01,Zone B,Slow Moving,2024-10-28
PROF4004095,ITEM104095,Finished Goods,High,WH_DEL_01,Zone C,Slow Moving,2023-06-11
PROF4004096,ITEM104096,Raw Material,High,WH_NAG_01,Zone B,Slow Moving,2023-02-16
PROF4004097,ITEM104097,Spare Parts,Low,WH_CHN_01,Zone C,Slow Moving,2024-05-14
PROF4004098,ITEM104098,Raw Material,Low,WH_PUN_01,Overflow,Slow Moving,2023-04-23
PROF4004099,ITEM104099,Finished Goods,Low,WH_MUM_01,Zone B,Slow Moving,2023-03-24
PROF4004100,ITEM104100,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2024-07-13
PROF4004101,ITEM104101,Raw Material,High,WH_PUN_01,Zone B,Slow Moving,2024-05-31
PROF4004102,ITEM104102,Spare Parts,Low,WH_CHN_01,Zone C,Slow Moving,2024-09-18
PROF4004103,ITEM104103,Packaging,Medium,WH_BLR_01,Zone C,Slow Moving,2024-11-12
PROF4004104,ITEM104104,Spare Parts,Low,WH_CHN_01,Zone A,Slow Moving,2023-05-29
PROF4004105,ITEM104105,Finished Goods,Low,WH_PUN_01,Overflow,Slow Moving,2023-09-15
PROF4004106,ITEM104106,Spare Parts,Low,WH_CHN_01,Zone C,Slow Moving,2024-07-25
PROF4004107,ITEM104107,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2023-03-10
PROF4004108,ITEM104108,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-02-22
PROF4004109,ITEM104109,Raw Material,Medium,WH_PUN_01,Zone A,Slow Moving,2023-12-19
PROF4004110,ITEM104110,Raw Material,Low,WH_PUN_01,Zone B,Slow Moving,2023-04-22
PROF4004111,ITEM104111,Consumables,Low,WH_NAG_01,Zone B,Slow Moving,2024-05-22
PROF4004112,ITEM104112,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2023-08-01
PROF4004113,ITEM104113,Raw Material,High,WH_NAG_01,Zone B,Slow Moving,2023-07-16
PROF4004114,ITEM104114,Packaging,Medium,WH_CHN_01,Zone B,Slow Moving,2023-10-01
PROF4004115,ITEM104115,Spare Parts,High,WH_NAG_01,Zone A,Slow Moving,2024-12-16
PROF4004116,ITEM104116,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2023-09-25
PROF4004117,ITEM104117,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-09-02
PROF4004118,ITEM104118,Finished Goods,Low,WH_BLR_01,Zone C,Slow Moving,2023-11-09
PROF4004119,ITEM104119,Finished Goods,High,WH_MUM_01,Zone A,Slow Moving,2023-04-16
PROF4004120,ITEM104120,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-09-26
PROF4004121,ITEM104121,Finished Goods,High,WH_NAG_01,Zone A,Slow Moving,2023-09-06
PROF4004122,ITEM104122,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-02-29
PROF4004123,ITEM104123,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-12-24
PROF4004124,ITEM104124,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2024-02-21
PROF4004125,ITEM104125,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2024-10-20
PROF4004126,ITEM104126,Finished Goods,Low,WH_MUM_01,Zone A,Slow Moving,2023-08-04
PROF4004127,ITEM104127,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2023-05-08
PROF4004128,ITEM104128,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2024-09-01
PROF4004129,ITEM104129,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2024-03-03
PROF4004130,ITEM104130,Finished Goods,Medium,WH_PUN_01,Zone C,Slow Moving,2024-10-26
