Discrepancy_ID,Movement_ID,Item_ID,Warehouse_Code,Discrepancy_Date,Expected_Quantity,Actual_Quantity,Variance_Quantity,Discrepancy_Type,Root_Cause,Resolution_Status
DISC6002631,MOV3025384,ITEM116679,WH_DEL_01,24-08-21,22,27,5,Count Error,Wrong bin placement,Resolved
DISC6002632,MOV3025385,ITEM137020,WH_PUN_01,02-12-21,33,27,-6,Wrong Item,Documentation missing,Resolved
DISC6002633,MOV3025396,ITEM134430,WH_DEL_01,03-03-24,17,17,0,Shortage,Manual counting error,Open
DISC6002634,MOV3025399,ITEM109912,WH_BLR_01,28-02-24,22,22,0,Damage,Wrong bin placement,Under Investigation
DISC6002635,MOV3025411,ITEM104279,WH_PUN_01,16-05-23,2,7,5,Shortage,Manual counting error,Resolved
DISC6002636,MOV3025434,ITEM110906,WH_BLR_01,19-05-22,12,12,0,Excess,Handling damage,Resolved
DISC6002637,MOV3025441,ITEM108440,WH_BLR_01,30-12-22,1,8,7,Excess,Handling damage,Under Investigation
DISC6002638,MOV3025461,ITEM135252,WH_BLR_01,24-11-24,4,0,-4,Excess,Vendor short supply,Adjusted
DISC6002639,MOV3025469,ITEM107528,WH_NAG_01,04-12-21,29,24,-5,Shortage,Wrong bin placement,Adjusted
DISC6002640,MOV3025476,ITEM112001,WH_CHN_01,06-02-24,17,23,6,Wrong Item,Handling damage,Adjusted
DISC6002641,MOV3025482,ITEM113714,WH_BLR_01,02-08-24,11,9,-2,Damage,Documentation missing,Under Investigation
DISC6002642,MOV3025487,ITEM119616,WH_CHN_01,08-07-24,5,2,-3,Count Error,Documentation missing,Resolved
DISC6002643,MOV3025490,ITEM133961,WH_CHN_01,30-08-23,32,39,7,Wrong Item,Vendor short supply,Under Investigation
DISC6002644,MOV3025511,ITEM111465,WH_BLR_01,22-08-23,25,22,-3,Damage,Documentation missing,Adjusted
DISC6002645,MOV3025546,ITEM123430,WH_MUM_01,24-11-24,27,21,-6,Damage,Handling damage,Adjusted
DISC6002646,MOV3025573,ITEM138609,WH_MUM_01,06-04-24,31,33,2,Wrong Item,Manual counting error,Resolved
DISC6002647,MOV3025576,ITEM125488,WH_CHN_01,14-10-21,27,36,9,Wrong Item,Manual counting error,Resolved
DISC6002648,MOV3025593,ITEM123096,WH_BLR_01,03-09-24,9,3,-6,Excess,Vendor short supply,Resolved
DISC6002649,MOV3025596,ITEM125743,WH_NAG_01,27-12-23,4,0,-4,Wrong Item,Vendor short supply,Adjusted
DISC6002650,MOV3025598,ITEM136883,WH_NAG_01,24-12-23,20,13,-7,Count Error,Manual counting error,Resolved
DISC6002651,MOV3025606,ITEM130603,WH_DEL_01,17-04-21,19,21,2,Count Error,Handling damage,Adjusted
DISC6002652,MOV3025608,ITEM137918,WH_CHN_01,10-12-22,37,27,-10,Count Error,Wrong bin placement,Open
DISC6002653,MOV3025609,ITEM104302,WH_MUM_01,17-12-22,13,8,-5,Count Error,System posting delay,Resolved
DISC6002654,MOV3025627,ITEM122995,WH_PUN_01,02-03-21,12,11,-1,Damage,System posting delay,Resolved
DISC6002655,MOV3025643,ITEM105430,WH_PUN_01,18-02-22,4,0,-4,Damage,Handling damage,Resolved
DISC6002656,MOV3025644,ITEM138729,WH_PUN_01,07-05-23,22,19,-3,Shortage,Vendor short supply,Resolved
DISC6002657,MOV3025657,ITEM101220,WH_MUM_01,01-11-23,3,12,9,Damage,Handling damage,Adjusted
DISC6002658,MOV3025671,ITEM134136,WH_DEL_01,16-05-21,16,15,-1,Shortage,Manual counting error,Open
DISC6002659,MOV3025678,ITEM138574,WH_BLR_01,21-02-24,42,37,-5,Wrong Item,Documentation missing,Open
DISC6002660,MOV3025694,ITEM135464,WH_DEL_01,19-05-23,14,14,0,Count Error,Wrong bin placement,Resolved
DISC6002661,MOV3025697,ITEM128989,WH_MUM_01,17-10-23,15,8,-7,Shortage,Wrong bin placement,Open
DISC6002662,MOV3025702,ITEM134162,WH_NAG_01,20-04-23,15,15,0,Count Error,Vendor short supply,Adjusted
DISC6002663,MOV3025703,ITEM108169,WH_CHN_01,02-09-24,11,7,-4,Wrong Item,System posting delay,Resolved
DISC6002664,MOV3025709,ITEM100294,WH_BLR_01,12-10-22,14,9,-5,Shortage,Vendor short supply,Open
DISC6002665,MOV3025723,ITEM137742,WH_CHN_01,29-09-23,18,14,-4,Excess,Manual counting error,Adjusted
DISC6002666,MOV3025737,ITEM122787,WH_PUN_01,24-04-22,24,33,9,Excess,Handling damage,Adjusted
DISC6002667,MOV3025749,ITEM124935,WH_BLR_01,27-04-22,33,40,7,Shortage,Manual counting error,Adjusted
DISC6002668,MOV3025751,ITEM131127,WH_BLR_01,31-10-23,22,15,-7,Excess,Documentation missing,Adjusted
DISC6002669,MOV3025754,ITEM105032,WH_BLR_01,08-05-23,18,15,-3,Damage,System posting delay,Adjusted
DISC6002670,MOV3025760,ITEM139028,WH_MUM_01,05-06-24,6,0,-6,Excess,System posting delay,Open
DISC6002671,MOV3025769,ITEM115141,WH_NAG_01,17-02-24,26,29,3,Shortage,Handling damage,Resolved
DISC6002672,MOV3025772,ITEM127358,WH_PUN_01,25-12-24,22,17,-5,Damage,Vendor short supply,Open
DISC6002673,MOV3025773,ITEM121350,WH_MUM_01,17-04-21,15,11,-4,Count Error,Manual counting error,Resolved
DISC6002674,MOV3025790,ITEM103836,WH_DEL_01,02-08-21,17,11,-6,Excess,Manual counting error,Under Investigation
DISC6002675,MOV3025794,ITEM128342,WH_CHN_01,18-12-21,25,31,6,Damage,Vendor short supply,Resolved
DISC6002676,MOV3025797,ITEM101820,WH_CHN_01,08-09-24,33,42,9,Wrong Item,Wrong bin placement,Resolved
DISC6002677,MOV3025824,ITEM128533,WH_MUM_01,29-05-23,13,9,-4,Excess,Documentation missing,Under Investigation
DISC6002678,MOV3025827,ITEM121151,WH_NAG_01,21-10-23,28,25,-3,Count Error,Handling damage,Open
DISC6002679,MOV3025855,ITEM130932,WH_BLR_01,12-01-24,28,29,1,Wrong Item,Documentation missing,Adjusted
DISC6002680,MOV3025857,ITEM131599,WH_CHN_01,25-06-21,38,31,-7,Wrong Item,Documentation missing,Open
DISC6002681,MOV3025863,ITEM113720,WH_DEL_01,18-03-22,29,20,-9,Damage,System posting delay,Open
DISC6002682,MOV3025876,ITEM139634,WH_CHN_01,20-08-21,31,35,4,Shortage,Handling damage,Open
DISC6002683,MOV3025890,ITEM101405,WH_MUM_01,01-03-23,24,32,8,Excess,System posting delay,Resolved
DISC6002684,MOV3025898,ITEM139516,WH_PUN_01,01-03-22,15,10,-5,Excess,Manual counting error,Resolved
DISC6002685,MOV3025918,ITEM123288,WH_NAG_01,19-11-22,26,32,6,Count Error,Wrong bin placement,Under Investigation
DISC6002686,MOV3025920,ITEM116773,WH_MUM_01,05-08-22,6,10,4,Shortage,Handling damage,Open
DISC6002687,MOV3025952,ITEM131803,WH_PUN_01,28-02-23,12,4,-8,Damage,System posting delay,Resolved
DISC6002688,MOV3025959,ITEM102208,WH_PUN_01,14-02-22,17,24,7,Shortage,Wrong bin placement,Resolved
DISC6002689,MOV3025961,ITEM113446,WH_NAG_01,03-12-22,15,12,-3,Shortage,Manual counting error,Under Investigation
DISC6002690,MOV3025972,ITEM103346,WH_DEL_01,04-09-23,24,28,4,Shortage,Wrong bin placement,Under Investigation
DISC6002691,MOV3025990,ITEM126818,WH_CHN_01,26-06-23,1,0,-1,Excess,Vendor short supply,Resolved
DISC6002692,MOV3025998,ITEM106939,WH_NAG_01,14-02-23,22,16,-6,Damage,Documentation missing,Under Investigation
DISC6002693,MOV3026006,ITEM138934,WH_DEL_01,30-10-24,12,8,-4,Shortage,Handling damage,Under Investigation
DISC6002694,MOV3026023,ITEM101905,WH_BLR_01,28-11-23,22,27,5,Damage,Wrong bin placement,Resolved
DISC6002695,MOV3026029,ITEM110392,WH_CHN_01,01-01-22,8,7,-1,Wrong Item,Wrong bin placement,Under Investigation
DISC6002696,MOV3026032,ITEM137317,WH_NAG_01,18-07-23,6,0,-6,Damage,Wrong bin placement,Open
DISC6002697,MOV3026048,ITEM107509,WH_NAG_01,27-09-24,13,6,-7,Excess,Documentation missing,Adjusted
DISC6002698,MOV3026055,ITEM106799,WH_DEL_01,21-04-21,19,26,7,Excess,Vendor short supply,Under Investigation
DISC6002699,MOV3026061,ITEM139891,WH_BLR_01,17-05-24,1,8,7,Count Error,Handling damage,Open
DISC6002700,MOV3026069,ITEM105904,WH_BLR_01,10-05-22,21,16,-5,Shortage,Manual counting error,Open
DISC6002701,MOV3026085,ITEM119216,WH_NAG_01,23-01-23,31,40,9,Wrong Item,Manual counting error,Adjusted
DISC6002702,MOV3026090,ITEM135415,WH_BLR_01,25-09-24,9,11,2,Damage,System posting delay,Resolved
DISC6002703,MOV3026096,ITEM118966,WH_PUN_01,08-05-21,21,24,3,Shortage,Wrong bin placement,Resolved
DISC6002704,MOV3026100,ITEM121368,WH_DEL_01,10-02-22,20,18,-2,Wrong Item,Handling damage,Open
DISC6002705,MOV3026101,ITEM119437,WH_MUM_01,20-05-23,42,39,-3,Excess,System posting delay,Open
DISC6002706,MOV3026132,ITEM127840,WH_NAG_01,15-06-24,18,17,-1,Damage,Documentation missing,Resolved
DISC6002707,MOV3026145,ITEM118688,WH_PUN_01,23-08-22,14,11,-3,Wrong Item,Wrong bin placement,Resolved
DISC6002708,MOV3026146,ITEM132005,WH_NAG_01,21-02-24,24,33,9,Damage,Wrong bin placement,Resolved
DISC6002709,MOV3026148,ITEM116166,WH_DEL_01,01-03-22,26,24,-2,Wrong Item,Handling damage,Open
DISC6002710,MOV3026152,ITEM129661,WH_PUN_01,28-02-24,9,8,-1,Damage,Wrong bin placement,Resolved
DISC6002711,MOV3026160,ITEM131683,WH_PUN_01,02-06-24,17,7,-10,Excess,Documentation missing,Open
DISC6002712,MOV3026184,ITEM130163,WH_CHN_01,21-11-21,22,25,3,Count Error,Handling damage,Under Investigation
DISC6002713,MOV3026191,ITEM101668,WH_NAG_01,07-10-24,8,2,-6,Excess,Handling damage,Under Investigation
DISC6002714,MOV3026200,ITEM121017,WH_MUM_01,15-06-23,24,28,4,Shortage,Manual counting error,Adjusted
DISC6002715,MOV3026210,ITEM114907,WH_MUM_01,24-01-23,15,10,-5,Wrong Item,Vendor short supply,Adjusted
DISC6002716,MOV3026212,ITEM120828,WH_CHN_01,24-07-24,14,16,2,Wrong Item,Wrong bin placement,Resolved
DISC6002717,MOV3026217,ITEM104817,WH_MUM_01,26-03-22,22,29,7,Excess,Wrong bin placement,Adjusted
DISC6002718,MOV3026223,ITEM127884,WH_BLR_01,17-12-24,28,29,1,Count Error,Wrong bin placement,Under Investigation
DISC6002719,MOV3026232,ITEM105389,WH_CHN_01,04-02-23,37,42,5,Damage,Wrong bin placement,Resolved
DISC6002720,MOV3026236,ITEM128183,WH_BLR_01,26-09-22,29,31,2,Shortage,Manual counting error,Adjusted
DISC6002721,MOV3026249,ITEM107413,WH_DEL_01,07-01-22,47,53,6,Wrong Item,Wrong bin placement,Open
DISC6002722,MOV3026253,ITEM114575,WH_CHN_01,29-12-23,16,7,-9,Count Error,Wrong bin placement,Open
DISC6002723,MOV3026259,ITEM132586,WH_PUN_01,12-06-23,27,19,-8,Damage,Handling damage,Under Investigation
DISC6002724,MOV3026260,ITEM133073,WH_CHN_01,16-12-21,24,28,4,Wrong Item,Vendor short supply,Resolved
DISC6002725,MOV3026271,ITEM119366,WH_CHN_01,08-10-23,27,18,-9,Damage,Documentation missing,Open
DISC6002726,MOV3026274,ITEM117555,WH_MUM_01,07-06-23,15,19,4,Damage,Manual counting error,Under Investigation
DISC6002727,MOV3026275,ITEM125521,WH_PUN_01,20-10-21,16,8,-8,Count Error,System posting delay,Resolved
DISC6002728,MOV3026291,ITEM139671,WH_NAG_01,12-11-24,12,13,1,Count Error,Manual counting error,Under Investigation
DISC6002729,MOV3026293,ITEM101433,WH_CHN_01,25-05-22,3,0,-3,Shortage,Wrong bin placement,Under Investigation
DISC6002730,MOV3026294,ITEM100258,WH_PUN_01,08-02-23,18,9,-9,Count Error,Documentation missing,Open
DISC6002731,MOV3026313,ITEM108150,WH_NAG_01,13-12-21,18,9,-9,Shortage,System posting delay,Adjusted
DISC6002732,MOV3026319,ITEM135080,WH_BLR_01,16-06-21,36,35,-1,Count Error,Documentation missing,Open
DISC6002733,MOV3026326,ITEM101721,WH_CHN_01,14-03-23,6,6,0,Damage,Handling damage,Resolved
DISC6002734,MOV3026328,ITEM136104,WH_MUM_01,17-11-21,5,6,1,Wrong Item,Handling damage,Adjusted
DISC6002735,MOV3026350,ITEM117532,WH_DEL_01,01-08-22,35,32,-3,Count Error,System posting delay,Adjusted
DISC6002736,MOV3026352,ITEM119281,WH_BLR_01,04-09-21,21,16,-5,Excess,Vendor short supply,Resolved
DISC6002737,MOV3026356,ITEM133740,WH_PUN_01,15-07-24,1,0,-1,Shortage,Vendor short supply,Under Investigation
DISC6002738,MOV3026373,ITEM126139,WH_DEL_01,09-09-24,8,10,2,Shortage,Manual counting error,Under Investigation
DISC6002739,MOV3026378,ITEM132483,WH_PUN_01,29-07-22,5,2,-3,Shortage,Wrong bin placement,Open
DISC6002740,MOV3026386,ITEM106517,WH_MUM_01,14-12-23,17,13,-4,Wrong Item,Manual counting error,Under Investigation
DISC6002741,MOV3026391,ITEM129202,WH_PUN_01,04-07-24,17,8,-9,Count Error,Handling damage,Resolved
DISC6002742,MOV3026398,ITEM118734,WH_MUM_01,09-12-22,6,0,-6,Shortage,Vendor short supply,Adjusted
DISC6002743,MOV3026413,ITEM106741,WH_PUN_01,26-01-22,10,7,-3,Wrong Item,Documentation missing,Adjusted
DISC6002744,MOV3026419,ITEM132094,WH_NAG_01,24-06-21,5,0,-5,Damage,System posting delay,Under Investigation
DISC6002745,MOV3026432,ITEM115415,WH_BLR_01,15-12-21,24,22,-2,Shortage,Vendor short supply,Open
DISC6002746,MOV3026438,ITEM112201,WH_PUN_01,23-10-23,21,30,9,Excess,Documentation missing,Under Investigation
DISC6002747,MOV3026445,ITEM125807,WH_PUN_01,16-12-21,7,14,7,Shortage,Manual counting error,Adjusted
DISC6002748,MOV3026458,ITEM108330,WH_NAG_01,08-10-24,22,24,2,Excess,System posting delay,Resolved
DISC6002749,MOV3026466,ITEM109782,WH_PUN_01,17-07-22,13,7,-6,Shortage,Wrong bin placement,Resolved
DISC6002750,MOV3026468,ITEM113217,WH_BLR_01,01-03-23,17,17,0,Excess,System posting delay,Open
DISC6002751,MOV3026469,ITEM124867,WH_PUN_01,15-07-21,25,33,8,Wrong Item,System posting delay,Open
DISC6002752,MOV3026472,ITEM101303,WH_CHN_01,31-12-24,2,0,-2,Count Error,System posting delay,Adjusted
DISC6002753,MOV3026475,ITEM126481,WH_NAG_01,27-01-23,22,26,4,Wrong Item,Wrong bin placement,Adjusted
DISC6002754,MOV3026481,ITEM113026,WH_CHN_01,09-10-24,31,38,7,Wrong Item,System posting delay,Adjusted
DISC6002755,MOV3026509,ITEM106264,WH_BLR_01,23-03-23,8,17,9,Wrong Item,Documentation missing,Adjusted
DISC6002756,MOV3026519,ITEM102021,WH_CHN_01,25-09-24,35,44,9,Excess,Documentation missing,Under Investigation
DISC6002757,MOV3026528,ITEM120432,WH_NAG_01,09-12-22,20,13,-7,Count Error,Vendor short supply,Under Investigation
DISC6002758,MOV3026534,ITEM117693,WH_PUN_01,25-12-21,4,1,-3,Wrong Item,Handling damage,Open
DISC6002759,MOV3026551,ITEM139463,WH_DEL_01,02-06-22,16,7,-9,Shortage,System posting delay,Open
DISC6002760,MOV3026556,ITEM111598,WH_PUN_01,23-10-21,18,19,1,Damage,Wrong bin placement,Under Investigation
DISC6002761,MOV3026588,ITEM106072,WH_PUN_01,14-05-21,24,14,-10,Wrong Item,System posting delay,Resolved
DISC6002762,MOV3026592,ITEM133277,WH_BLR_01,16-05-21,6,13,7,Wrong Item,Documentation missing,Under Investigation
DISC6002763,MOV3026598,ITEM132825,WH_MUM_01,02-08-21,39,38,-1,Wrong Item,Wrong bin placement,Open
DISC6002764,MOV3026610,ITEM104015,WH_BLR_01,18-10-24,19,25,6,Shortage,Documentation missing,Open
DISC6002765,MOV3026628,ITEM137566,WH_NAG_01,07-05-22,20,19,-1,Shortage,Wrong bin placement,Under Investigation
DISC6002766,MOV3026655,ITEM116113,WH_CHN_01,06-07-23,12,12,0,Wrong Item,System posting delay,Resolved
DISC6002767,MOV3026672,ITEM129405,WH_CHN_01,27-12-22,30,38,8,Excess,Wrong bin placement,Adjusted
DISC6002768,MOV3026683,ITEM129884,WH_NAG_01,25-05-22,10,2,-8,Damage,Handling damage,Resolved
DISC6002769,MOV3026713,ITEM125990,WH_BLR_01,19-08-22,17,24,7,Count Error,Manual counting error,Under Investigation
DISC6002770,MOV3026723,ITEM114889,WH_BLR_01,11-07-22,17,23,6,Excess,Wrong bin placement,Adjusted
DISC6002771,MOV3026724,ITEM107748,WH_BLR_01,18-07-24,25,19,-6,Wrong Item,System posting delay,Under Investigation
DISC6002772,MOV3026729,ITEM132219,WH_NAG_01,28-11-23,9,16,7,Excess,System posting delay,Adjusted
DISC6002773,MOV3026737,ITEM128437,WH_DEL_01,01-03-23,14,12,-2,Damage,Handling damage,Resolved
DISC6002774,MOV3026743,ITEM130370,WH_NAG_01,09-01-23,20,19,-1,Count Error,Documentation missing,Resolved
DISC6002775,MOV3026751,ITEM119278,WH_DEL_01,06-06-21,18,19,1,Damage,System posting delay,Adjusted
DISC6002776,MOV3026756,ITEM113943,WH_NAG_01,13-04-24,9,6,-3,Count Error,System posting delay,Resolved
DISC6002777,MOV3026766,ITEM139458,WH_BLR_01,07-01-24,20,27,7,Shortage,Manual counting error,Under Investigation
DISC6002778,MOV3026768,ITEM108353,WH_MUM_01,19-06-23,14,12,-2,Shortage,Vendor short supply,Under Investigation
DISC6002779,MOV3026776,ITEM119065,WH_NAG_01,11-04-23,35,26,-9,Excess,Manual counting error,Adjusted
DISC6002780,MOV3026791,ITEM104513,WH_MUM_01,05-01-22,15,5,-10,Wrong Item,Wrong bin placement,Under Investigation
DISC6002781,MOV3026809,ITEM103586,WH_DEL_01,14-05-23,40,49,9,Damage,System posting delay,Resolved
DISC6002782,MOV3026813,ITEM139718,WH_PUN_01,21-06-22,27,36,9,Excess,Vendor short supply,Open
DISC6002783,MOV3026821,ITEM138411,WH_PUN_01,29-09-23,29,20,-9,Damage,Wrong bin placement,Adjusted
DISC6002784,MOV3026822,ITEM130279,WH_DEL_01,05-04-21,40,34,-6,Wrong Item,Documentation missing,Under Investigation
DISC6002785,MOV3026837,ITEM110971,WH_NAG_01,19-03-23,18,18,0,Damage,Handling damage,Open
DISC6002786,MOV3026864,ITEM121104,WH_BLR_01,30-07-23,21,15,-6,Excess,Vendor short supply,Adjusted
DISC6002787,MOV3026871,ITEM112038,WH_PUN_01,01-09-24,11,20,9,Excess,Handling damage,Adjusted
DISC6002788,MOV3026875,ITEM106864,WH_MUM_01,14-12-24,30,24,-6,Wrong Item,Handling damage,Resolved
DISC6002789,MOV3026892,ITEM121232,WH_NAG_01,11-11-24,9,12,3,Damage,Documentation missing,Open
DISC6002790,MOV3026911,ITEM100851,WH_CHN_01,14-08-24,1,0,-1,Excess,Wrong bin placement,Open
DISC6002791,MOV3026914,ITEM138185,WH_PUN_01,06-02-21,11,9,-2,Wrong Item,System posting delay,Open
DISC6002792,MOV3026927,ITEM116111,WH_PUN_01,19-02-24,15,9,-6,Damage,Documentation missing,Adjusted
DISC6002793,MOV3026935,ITEM103797,WH_MUM_01,04-10-23,23,18,-5,Count Error,Manual counting error,Open
DISC6002794,MOV3026938,ITEM109605,WH_PUN_01,02-08-24,24,18,-6,Damage,Manual counting error,Adjusted
DISC6002795,MOV3026942,ITEM121922,WH_MUM_01,18-07-24,27,17,-10,Wrong Item,System posting delay,Adjusted
DISC6002796,MOV3026957,ITEM132196,WH_CHN_01,28-07-23,28,34,6,Shortage,Documentation missing,Resolved
DISC6002797,MOV3026978,ITEM129870,WH_DEL_01,19-06-24,28,27,-1,Excess,Handling damage,Resolved
DISC6002798,MOV3026980,ITEM131696,WH_NAG_01,03-11-24,19,27,8,Shortage,System posting delay,Under Investigation
DISC6002799,MOV3026983,ITEM124785,WH_PUN_01,06-12-23,13,16,3,Damage,Vendor short supply,Resolved
DISC6002800,MOV3026989,ITEM110456,WH_PUN_01,02-07-23,9,17,8,Shortage,Documentation missing,Under Investigation
DISC6002801,MOV3026997,ITEM110072,WH_CHN_01,26-03-23,20,11,-9,Wrong Item,Vendor short supply,Resolved
DISC6002802,MOV3027006,ITEM102776,WH_MUM_01,22-10-23,27,30,3,Wrong Item,Documentation missing,Open
DISC6002803,MOV3027016,ITEM102770,WH_BLR_01,29-10-23,17,16,-1,Wrong Item,Documentation missing,Open
DISC6002804,MOV3027018,ITEM118028,WH_DEL_01,20-06-21,33,32,-1,Shortage,Handling damage,Open
DISC6002805,MOV3027022,ITEM119285,WH_PUN_01,06-03-23,14,18,4,Wrong Item,Wrong bin placement,Under Investigation
DISC6002806,MOV3027025,ITEM128643,WH_BLR_01,30-01-22,22,13,-9,Excess,System posting delay,Adjusted
DISC6002807,MOV3027031,ITEM109846,WH_BLR_01,20-07-21,7,0,-7,Count Error,Manual counting error,Open
DISC6002808,MOV3027058,ITEM132996,WH_MUM_01,19-02-23,13,13,0,Shortage,System posting delay,Adjusted
DISC6002809,MOV3027088,ITEM110889,WH_CHN_01,10-06-21,31,30,-1,Count Error,Manual counting error,Open
DISC6002810,MOV3027091,ITEM111951,WH_DEL_01,13-07-21,9,7,-2,Shortage,System posting delay,Resolved
DISC6002811,MOV3027099,ITEM104155,WH_BLR_01,03-04-21,13,12,-1,Wrong Item,Documentation missing,Open
DISC6002812,MOV3027104,ITEM107056,WH_MUM_01,20-01-21,9,4,-5,Shortage,Manual counting error,Resolved
DISC6002813,MOV3027110,ITEM132532,WH_PUN_01,16-12-24,2,2,0,Count Error,Manual counting error,Under Investigation
DISC6002814,MOV3027126,ITEM106597,WH_BLR_01,19-11-23,26,20,-6,Damage,System posting delay,Resolved
DISC6002815,MOV3027135,ITEM132332,WH_CHN_01,03-04-23,21,18,-3,Count Error,System posting delay,Under Investigation
DISC6002816,MOV3027138,ITEM100004,WH_DEL_01,05-08-23,15,19,4,Count Error,Handling damage,Open
DISC6002817,MOV3027143,ITEM135497,WH_BLR_01,06-05-24,34,29,-5,Shortage,Handling damage,Resolved
DISC6002818,MOV3027146,ITEM122625,WH_MUM_01,24-09-21,19,12,-7,Excess,Vendor short supply,Resolved
DISC6002819,MOV3027148,ITEM129230,WH_DEL_01,05-08-22,25,21,-4,Excess,Handling damage,Under Investigation
DISC6002820,MOV3027149,ITEM106793,WH_PUN_01,25-11-24,45,51,6,Count Error,System posting delay,Under Investigation
DISC6002821,MOV3027157,ITEM134728,WH_NAG_01,15-07-24,19,26,7,Count Error,Vendor short supply,Under Investigation
DISC6002822,MOV3027173,ITEM104460,WH_CHN_01,27-05-22,18,11,-7,Count Error,Documentation missing,Resolved
DISC6002823,MOV3027183,ITEM111559,WH_BLR_01,18-05-22,19,10,-9,Excess,Manual counting error,Under Investigation
DISC6002824,MOV3027203,ITEM110518,WH_PUN_01,21-07-22,35,30,-5,Excess,Manual counting error,Under Investigation
DISC6002825,MOV3027204,ITEM125077,WH_NAG_01,19-11-21,15,14,-1,Damage,Handling damage,Under Investigation
DISC6002826,MOV3027215,ITEM126711,WH_DEL_01,11-10-22,15,18,3,Shortage,Documentation missing,Open
DISC6002827,MOV3027242,ITEM117520,WH_DEL_01,28-10-21,23,15,-8,Excess,Manual counting error,Adjusted
DISC6002828,MOV3027244,ITEM113923,WH_PUN_01,05-10-23,17,9,-8,Count Error,Handling damage,Under Investigation
DISC6002829,MOV3027276,ITEM120267,WH_DEL_01,29-12-24,8,14,6,Wrong Item,Handling damage,Open
DISC6002830,MOV3027278,ITEM138643,WH_BLR_01,13-12-23,27,29,2,Shortage,Documentation missing,Under Investigation
DISC6002831,MOV3027281,ITEM129250,WH_DEL_01,04-12-21,15,14,-1,Excess,Wrong bin placement,Open
DISC6002832,MOV3027316,ITEM134759,WH_NAG_01,21-02-23,32,34,2,Count Error,Vendor short supply,Under Investigation
DISC6002833,MOV3027325,ITEM117493,WH_NAG_01,07-02-21,1,0,-1,Count Error,Wrong bin placement,Under Investigation
DISC6002834,MOV3027334,ITEM100803,WH_PUN_01,06-12-23,10,1,-9,Excess,Vendor short supply,Adjusted
DISC6002835,MOV3027343,ITEM115486,WH_PUN_01,28-01-24,29,32,3,Shortage,Manual counting error,Under Investigation
DISC6002836,MOV3027347,ITEM117522,WH_MUM_01,03-02-22,27,36,9,Damage,Wrong bin placement,Under Investigation
DISC6002837,MOV3027358,ITEM120225,WH_CHN_01,08-08-23,13,16,3,Wrong Item,Handling damage,Under Investigation
DISC6002838,MOV3027360,ITEM133865,WH_BLR_01,30-08-21,33,40,7,Shortage,Wrong bin placement,Resolved
DISC6002839,MOV3027368,ITEM117683,WH_BLR_01,28-03-22,14,13,-1,Count Error,Vendor short supply,Open
DISC6002840,MOV3027386,ITEM115691,WH_PUN_01,14-09-22,22,24,2,Damage,System posting delay,Resolved
DISC6002841,MOV3027387,ITEM123847,WH_DEL_01,03-06-21,26,22,-4,Excess,Wrong bin placement,Resolved
DISC6002842,MOV3027389,ITEM120048,WH_CHN_01,12-06-24,22,19,-3,Damage,Vendor short supply,Open
DISC6002843,MOV3027394,ITEM119197,WH_CHN_01,05-12-21,15,7,-8,Count Error,Handling damage,Resolved
DISC6002844,MOV3027404,ITEM102609,WH_DEL_01,22-03-22,30,23,-7,Shortage,Manual counting error,Under Investigation
DISC6002845,MOV3027409,ITEM108008,WH_NAG_01,10-03-24,6,11,5,Shortage,Handling damage,Resolved
DISC6002846,MOV3027417,ITEM130738,WH_MUM_01,20-07-22,44,43,-1,Wrong Item,Vendor short supply,Open
DISC6002847,MOV3027429,ITEM126198,WH_BLR_01,26-01-22,21,13,-8,Wrong Item,System posting delay,Adjusted
DISC6002848,MOV3027447,ITEM134976,WH_CHN_01,11-03-23,27,23,-4,Shortage,System posting delay,Adjusted
DISC6002849,MOV3027466,ITEM122131,WH_DEL_01,13-11-21,3,4,1,Excess,System posting delay,Open
DISC6002850,MOV3027475,ITEM112760,WH_BLR_01,02-11-22,2,2,0,Damage,Wrong bin placement,Under Investigation
DISC6002851,MOV3027484,ITEM113631,WH_MUM_01,17-06-22,9,18,9,Wrong Item,Vendor short supply,Adjusted
DISC6002852,MOV3027488,ITEM132736,WH_DEL_01,18-06-21,6,9,3,Damage,Documentation missing,Adjusted
DISC6002853,MOV3027494,ITEM114407,WH_DEL_01,10-02-22,9,14,5,Shortage,Handling damage,Resolved
DISC6002854,MOV3027506,ITEM107751,WH_MUM_01,25-08-24,45,48,3,Shortage,Handling damage,Under Investigation
DISC6002855,MOV3027518,ITEM118129,WH_BLR_01,04-01-22,19,9,-10,Count Error,Handling damage,Under Investigation
DISC6002856,MOV3027521,ITEM128218,WH_MUM_01,24-06-23,14,12,-2,Wrong Item,System posting delay,Open
DISC6002857,MOV3027530,ITEM130958,WH_BLR_01,17-05-24,14,9,-5,Wrong Item,System posting delay,Under Investigation
DISC6002858,MOV3027532,ITEM108545,WH_NAG_01,29-06-24,1,0,-1,Excess,Manual counting error,Resolved
DISC6002859,MOV3027533,ITEM121619,WH_NAG_01,01-08-22,9,13,4,Shortage,Documentation missing,Under Investigation
DISC6002860,MOV3027538,ITEM115995,WH_PUN_01,15-05-22,31,27,-4,Damage,System posting delay,Open
DISC6002861,MOV3027539,ITEM101852,WH_BLR_01,17-04-21,8,13,5,Wrong Item,Manual counting error,Resolved
