Item_ID,Item_Description,Item_Category,Priority_Level,UOM,Warehouse_Code,Warehouse_City,Active_Flag
ITEM105356,Inventory Item 5357,Packaging,High,Kg,WH_CHN_01,Chennai,Yes
ITEM105357,Inventory Item 5358,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105358,Inventory Item 5359,Finished Goods,Low,Nos,WH_NAG_01,Nagpur,No
ITEM105359,Inventory Item 5360,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105360,Inventory Item 5361,Spare Parts,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM105361,Inventory Item 5362,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM105362,Inventory Item 5363,Raw Material,Medium,Pallet,WH_PUN_01,Pune,No
ITEM105363,Inventory Item 5364,Raw Material,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM105364,Inventory Item 5365,Raw Material,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM105365,Inventory Item 5366,Consumables,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM105366,Inventory Item 5367,Packaging,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM105367,Inventory Item 5368,Packaging,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105368,Inventory Item 5369,Raw Material,Low,Box,WH_NAG_01,Nagpur,Yes
ITEM105369,Inventory Item 5370,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM105370,Inventory Item 5371,Consumables,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM105371,Inventory Item 5372,Packaging,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM105372,Inventory Item 5373,Spare Parts,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM105373,Inventory Item 5374,Raw Material,Low,Kg,WH_MUM_01,Mumbai,No
ITEM105374,Inventory Item 5375,Packaging,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105375,Inventory Item 5376,Consumables,High,Nos,WH_PUN_01,Pune,Yes
ITEM105376,Inventory Item 5377,Packaging,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105377,Inventory Item 5378,Raw Material,Low,Nos,WH_PUN_01,Pune,Yes
ITEM105378,Inventory Item 5379,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105379,Inventory Item 5380,Packaging,High,Kg,WH_CHN_01,Chennai,Yes
ITEM105380,Inventory Item 5381,Spare Parts,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM105381,Inventory Item 5382,Raw Material,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM105382,Inventory Item 5383,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM105383,Inventory Item 5384,Packaging,High,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105384,Inventory Item 5385,Packaging,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105385,Inventory Item 5386,Raw Material,Low,Pallet,WH_BLR_01,Bangalore,No
ITEM105386,Inventory Item 5387,Raw Material,Low,Kg,WH_PUN_01,Pune,Yes
ITEM105387,Inventory Item 5388,Packaging,Medium,Nos,WH_NAG_01,Nagpur,No
ITEM105388,Inventory Item 5389,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM105389,Inventory Item 5390,Consumables,High,Kg,WH_CHN_01,Chennai,Yes
ITEM105390,Inventory Item 5391,Raw Material,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105391,Inventory Item 5392,Packaging,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM105392,Inventory Item 5393,Consumables,Low,Kg,WH_PUN_01,Pune,Yes
ITEM105393,Inventory Item 5394,Finished Goods,High,Box,WH_CHN_01,Chennai,Yes
ITEM105394,Inventory Item 5395,Consumables,Low,Pallet,WH_CHN_01,Chennai,No
ITEM105395,Inventory Item 5396,Finished Goods,High,Kg,WH_DEL_01,Delhi,Yes
ITEM105396,Inventory Item 5397,Finished Goods,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM105397,Inventory Item 5398,Spare Parts,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105398,Inventory Item 5399,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM105399,Inventory Item 5400,Packaging,High,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105400,Inventory Item 5401,Consumables,High,Nos,WH_CHN_01,Chennai,Yes
ITEM105401,Inventory Item 5402,Raw Material,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM105402,Inventory Item 5403,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105403,Inventory Item 5404,Packaging,High,Nos,WH_CHN_01,Chennai,Yes
ITEM105404,Inventory Item 5405,Raw Material,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM105405,Inventory Item 5406,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105406,Inventory Item 5407,Finished Goods,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM105407,Inventory Item 5408,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105408,Inventory Item 5409,Packaging,High,Nos,WH_CHN_01,Chennai,Yes
ITEM105409,Inventory Item 5410,Spare Parts,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM105410,Inventory Item 5411,Finished Goods,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM105411,Inventory Item 5412,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105412,Inventory Item 5413,Raw Material,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM105413,Inventory Item 5414,Raw Material,Low,Box,WH_NAG_01,Nagpur,Yes
ITEM105414,Inventory Item 5415,Finished Goods,Low,Nos,WH_PUN_01,Pune,Yes
ITEM105415,Inventory Item 5416,Packaging,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM105416,Inventory Item 5417,Consumables,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105417,Inventory Item 5418,Raw Material,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM105418,Inventory Item 5419,Finished Goods,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105419,Inventory Item 5420,Packaging,Low,Box,WH_BLR_01,Bangalore,No
ITEM105420,Inventory Item 5421,Packaging,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105421,Inventory Item 5422,Raw Material,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM105422,Inventory Item 5423,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105423,Inventory Item 5424,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105424,Inventory Item 5425,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105425,Inventory Item 5426,Raw Material,High,Box,WH_NAG_01,Nagpur,No
ITEM105426,Inventory Item 5427,Finished Goods,High,Nos,WH_DEL_01,Delhi,No
ITEM105427,Inventory Item 5428,Finished Goods,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM105428,Inventory Item 5429,Finished Goods,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM105429,Inventory Item 5430,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105430,Inventory Item 5431,Packaging,Low,Kg,WH_PUN_01,Pune,Yes
ITEM105431,Inventory Item 5432,Finished Goods,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105432,Inventory Item 5433,Raw Material,High,Nos,WH_PUN_01,Pune,Yes
ITEM105433,Inventory Item 5434,Packaging,Medium,Pallet,WH_DEL_01,Delhi,No
ITEM105434,Inventory Item 5435,Spare Parts,Low,Pallet,WH_CHN_01,Chennai,No
ITEM105435,Inventory Item 5436,Consumables,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105436,Inventory Item 5437,Finished Goods,High,Box,WH_MUM_01,Mumbai,Yes
ITEM105437,Inventory Item 5438,Raw Material,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM105438,Inventory Item 5439,Consumables,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105439,Inventory Item 5440,Raw Material,Low,Box,WH_BLR_01,Bangalore,No
ITEM105440,Inventory Item 5441,Raw Material,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM105441,Inventory Item 5442,Raw Material,High,Nos,WH_DEL_01,Delhi,Yes
ITEM105442,Inventory Item 5443,Raw Material,Low,Nos,WH_DEL_01,Delhi,Yes
ITEM105443,Inventory Item 5444,Packaging,High,Box,WH_MUM_01,Mumbai,No
ITEM105444,Inventory Item 5445,Raw Material,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM105445,Inventory Item 5446,Spare Parts,Medium,Kg,WH_CHN_01,Chennai,No
ITEM105446,Inventory Item 5447,Packaging,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM105447,Inventory Item 5448,Finished Goods,Low,Box,WH_DEL_01,Delhi,Yes
ITEM105448,Inventory Item 5449,Spare Parts,Medium,Nos,WH_DEL_01,Delhi,No
ITEM105449,Inventory Item 5450,Packaging,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM105450,Inventory Item 5451,Raw Material,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105451,Inventory Item 5452,Raw Material,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM105452,Inventory Item 5453,Finished Goods,Low,Kg,WH_CHN_01,Chennai,No
ITEM105453,Inventory Item 5454,Finished Goods,High,Kg,WH_PUN_01,Pune,Yes
ITEM105454,Inventory Item 5455,Finished Goods,High,Nos,WH_PUN_01,Pune,No
ITEM105455,Inventory Item 5456,Consumables,High,Box,WH_MUM_01,Mumbai,Yes
ITEM105456,Inventory Item 5457,Spare Parts,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM105457,Inventory Item 5458,Raw Material,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105458,Inventory Item 5459,Finished Goods,High,Nos,WH_NAG_01,Nagpur,No
ITEM105459,Inventory Item 5460,Raw Material,High,Nos,WH_PUN_01,Pune,No
ITEM105460,Inventory Item 5461,Packaging,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM105461,Inventory Item 5462,Packaging,Medium,Nos,WH_PUN_01,Pune,No
ITEM105462,Inventory Item 5463,Raw Material,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM105463,Inventory Item 5464,Packaging,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105464,Inventory Item 5465,Finished Goods,High,Kg,WH_MUM_01,Mumbai,No
ITEM105465,Inventory Item 5466,Spare Parts,Medium,Kg,WH_NAG_01,Nagpur,No
ITEM105466,Inventory Item 5467,Finished Goods,High,Nos,WH_DEL_01,Delhi,Yes
ITEM105467,Inventory Item 5468,Finished Goods,High,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105468,Inventory Item 5469,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,No
ITEM105469,Inventory Item 5470,Finished Goods,Medium,Kg,WH_NAG_01,Nagpur,No
ITEM105470,Inventory Item 5471,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105471,Inventory Item 5472,Packaging,Low,Box,WH_DEL_01,Delhi,Yes
ITEM105472,Inventory Item 5473,Finished Goods,High,Nos,WH_PUN_01,Pune,Yes
ITEM105473,Inventory Item 5474,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105474,Inventory Item 5475,Consumables,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM105475,Inventory Item 5476,Raw Material,High,Box,WH_NAG_01,Nagpur,Yes
ITEM105476,Inventory Item 5477,Raw Material,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105477,Inventory Item 5478,Raw Material,Low,Box,WH_NAG_01,Nagpur,No
ITEM105478,Inventory Item 5479,Raw Material,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM105479,Inventory Item 5480,Packaging,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105480,Inventory Item 5481,Packaging,High,Box,WH_MUM_01,Mumbai,Yes
ITEM105481,Inventory Item 5482,Finished Goods,Medium,Box,WH_DEL_01,Delhi,No
ITEM105482,Inventory Item 5483,Finished Goods,Medium,Nos,WH_PUN_01,Pune,No
ITEM105483,Inventory Item 5484,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM105484,Inventory Item 5485,Spare Parts,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105485,Inventory Item 5486,Consumables,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM105486,Inventory Item 5487,Finished Goods,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM105487,Inventory Item 5488,Packaging,Low,Kg,WH_NAG_01,Nagpur,No
ITEM105488,Inventory Item 5489,Packaging,High,Pallet,WH_PUN_01,Pune,No
ITEM105489,Inventory Item 5490,Finished Goods,High,Pallet,WH_MUM_01,Mumbai,No
ITEM105490,Inventory Item 5491,Packaging,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM105491,Inventory Item 5492,Packaging,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM105492,Inventory Item 5493,Packaging,High,Pallet,WH_MUM_01,Mumbai,No
ITEM105493,Inventory Item 5494,Raw Material,High,Kg,WH_PUN_01,Pune,Yes
ITEM105494,Inventory Item 5495,Packaging,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM105495,Inventory Item 5496,Spare Parts,High,Box,WH_PUN_01,Pune,Yes
ITEM105496,Inventory Item 5497,Raw Material,Low,Nos,WH_NAG_01,Nagpur,No
ITEM105497,Inventory Item 5498,Finished Goods,Low,Box,WH_CHN_01,Chennai,Yes
ITEM105498,Inventory Item 5499,Finished Goods,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM105499,Inventory Item 5500,Finished Goods,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM105500,Inventory Item 5501,Consumables,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105501,Inventory Item 5502,Spare Parts,Medium,Box,WH_PUN_01,Pune,No
ITEM105502,Inventory Item 5503,Spare Parts,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105503,Inventory Item 5504,Raw Material,Low,Kg,WH_PUN_01,Pune,Yes
ITEM105504,Inventory Item 5505,Packaging,Low,Nos,WH_DEL_01,Delhi,Yes
ITEM105505,Inventory Item 5506,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105506,Inventory Item 5507,Spare Parts,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105507,Inventory Item 5508,Spare Parts,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105508,Inventory Item 5509,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM105509,Inventory Item 5510,Spare Parts,High,Box,WH_BLR_01,Bangalore,Yes
ITEM105510,Inventory Item 5511,Consumables,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM105511,Inventory Item 5512,Packaging,High,Nos,WH_DEL_01,Delhi,Yes
ITEM105512,Inventory Item 5513,Raw Material,High,Kg,WH_PUN_01,Pune,Yes
ITEM105513,Inventory Item 5514,Finished Goods,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105514,Inventory Item 5515,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105515,Inventory Item 5516,Raw Material,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105516,Inventory Item 5517,Finished Goods,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM105517,Inventory Item 5518,Spare Parts,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM105518,Inventory Item 5519,Finished Goods,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105519,Inventory Item 5520,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105520,Inventory Item 5521,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM105521,Inventory Item 5522,Raw Material,Medium,Kg,WH_BLR_01,Bangalore,No
ITEM105522,Inventory Item 5523,Finished Goods,High,Box,WH_NAG_01,Nagpur,Yes
ITEM105523,Inventory Item 5524,Spare Parts,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM105524,Inventory Item 5525,Finished Goods,Low,Kg,WH_PUN_01,Pune,No
ITEM105525,Inventory Item 5526,Finished Goods,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105526,Inventory Item 5527,Raw Material,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM105527,Inventory Item 5528,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105528,Inventory Item 5529,Consumables,High,Box,WH_PUN_01,Pune,No
ITEM105529,Inventory Item 5530,Finished Goods,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105530,Inventory Item 5531,Raw Material,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM105531,Inventory Item 5532,Packaging,Low,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105532,Inventory Item 5533,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105533,Inventory Item 5534,Consumables,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM105534,Inventory Item 5535,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM105535,Inventory Item 5536,Finished Goods,High,Kg,WH_DEL_01,Delhi,Yes
ITEM105536,Inventory Item 5537,Raw Material,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM105537,Inventory Item 5538,Raw Material,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM105538,Inventory Item 5539,Raw Material,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM105539,Inventory Item 5540,Spare Parts,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM105540,Inventory Item 5541,Raw Material,Medium,Nos,WH_CHN_01,Chennai,No
ITEM105541,Inventory Item 5542,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105542,Inventory Item 5543,Finished Goods,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105543,Inventory Item 5544,Finished Goods,Medium,Nos,WH_DEL_01,Delhi,No
ITEM105544,Inventory Item 5545,Finished Goods,High,Pallet,WH_PUN_01,Pune,No
ITEM105545,Inventory Item 5546,Finished Goods,Low,Pallet,WH_PUN_01,Pune,Yes
ITEM105546,Inventory Item 5547,Spare Parts,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105547,Inventory Item 5548,Consumables,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105548,Inventory Item 5549,Finished Goods,High,Nos,WH_NAG_01,Nagpur,No
ITEM105549,Inventory Item 5550,Spare Parts,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM105550,Inventory Item 5551,Raw Material,Low,Pallet,WH_MUM_01,Mumbai,No
ITEM105551,Inventory Item 5552,Finished Goods,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105552,Inventory Item 5553,Packaging,Low,Nos,WH_CHN_01,Chennai,No
ITEM105553,Inventory Item 5554,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105554,Inventory Item 5555,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM105555,Inventory Item 5556,Raw Material,Medium,Nos,WH_PUN_01,Pune,No
ITEM105556,Inventory Item 5557,Spare Parts,Medium,Nos,WH_DEL_01,Delhi,No
ITEM105557,Inventory Item 5558,Raw Material,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM105558,Inventory Item 5559,Consumables,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM105559,Inventory Item 5560,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,No
ITEM105560,Inventory Item 5561,Packaging,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM105561,Inventory Item 5562,Finished Goods,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM105562,Inventory Item 5563,Finished Goods,Low,Box,WH_CHN_01,Chennai,No
ITEM105563,Inventory Item 5564,Spare Parts,High,Nos,WH_CHN_01,Chennai,Yes
ITEM105564,Inventory Item 5565,Finished Goods,Low,Pallet,WH_PUN_01,Pune,Yes
ITEM105565,Inventory Item 5566,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105566,Inventory Item 5567,Spare Parts,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105567,Inventory Item 5568,Raw Material,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM105568,Inventory Item 5569,Finished Goods,Low,Box,WH_PUN_01,Pune,Yes
ITEM105569,Inventory Item 5570,Spare Parts,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM105570,Inventory Item 5571,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105571,Inventory Item 5572,Raw Material,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105572,Inventory Item 5573,Raw Material,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM105573,Inventory Item 5574,Raw Material,Low,Box,WH_NAG_01,Nagpur,Yes
ITEM105574,Inventory Item 5575,Finished Goods,High,Box,WH_PUN_01,Pune,No
ITEM105575,Inventory Item 5576,Consumables,Low,Pallet,WH_MUM_01,Mumbai,No
ITEM105576,Inventory Item 5577,Raw Material,Low,Box,WH_PUN_01,Pune,Yes
ITEM105577,Inventory Item 5578,Consumables,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM105578,Inventory Item 5579,Finished Goods,Low,Kg,WH_DEL_01,Delhi,No
ITEM105579,Inventory Item 5580,Finished Goods,High,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105580,Inventory Item 5581,Raw Material,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM105581,Inventory Item 5582,Raw Material,High,Pallet,WH_PUN_01,Pune,No
ITEM105582,Inventory Item 5583,Packaging,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105583,Inventory Item 5584,Packaging,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM105584,Inventory Item 5585,Finished Goods,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105585,Inventory Item 5586,Consumables,Medium,Nos,WH_CHN_01,Chennai,No
ITEM105586,Inventory Item 5587,Raw Material,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM105587,Inventory Item 5588,Finished Goods,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM105588,Inventory Item 5589,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105589,Inventory Item 5590,Finished Goods,Low,Box,WH_NAG_01,Nagpur,No
ITEM105590,Inventory Item 5591,Consumables,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105591,Inventory Item 5592,Finished Goods,Low,Box,WH_DEL_01,Delhi,Yes
ITEM105592,Inventory Item 5593,Raw Material,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105593,Inventory Item 5594,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM105594,Inventory Item 5595,Raw Material,High,Kg,WH_CHN_01,Chennai,Yes
ITEM105595,Inventory Item 5596,Finished Goods,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105596,Inventory Item 5597,Packaging,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM105597,Inventory Item 5598,Raw Material,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105598,Inventory Item 5599,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM105599,Inventory Item 5600,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105600,Inventory Item 5601,Packaging,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM105601,Inventory Item 5602,Raw Material,High,Box,WH_DEL_01,Delhi,Yes
ITEM105602,Inventory Item 5603,Finished Goods,Low,Kg,WH_DEL_01,Delhi,No
ITEM105603,Inventory Item 5604,Spare Parts,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM105604,Inventory Item 5605,Packaging,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM105605,Inventory Item 5606,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM105606,Inventory Item 5607,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM105607,Inventory Item 5608,Raw Material,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM105608,Inventory Item 5609,Consumables,Low,Box,WH_DEL_01,Delhi,Yes
ITEM105609,Inventory Item 5610,Raw Material,High,Pallet,WH_PUN_01,Pune,No
ITEM105610,Inventory Item 5611,Consumables,High,Box,WH_CHN_01,Chennai,Yes
ITEM105611,Inventory Item 5612,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM105612,Inventory Item 5613,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105613,Inventory Item 5614,Raw Material,Medium,Nos,WH_MUM_01,Mumbai,No
ITEM105614,Inventory Item 5615,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM105615,Inventory Item 5616,Consumables,Low,Pallet,WH_PUN_01,Pune,Yes
ITEM105616,Inventory Item 5617,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM105617,Inventory Item 5618,Spare Parts,High,Box,WH_CHN_01,Chennai,Yes
ITEM105618,Inventory Item 5619,Finished Goods,High,Nos,WH_DEL_01,Delhi,Yes
ITEM105619,Inventory Item 5620,Finished Goods,High,Box,WH_MUM_01,Mumbai,Yes
ITEM105620,Inventory Item 5621,Spare Parts,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105621,Inventory Item 5622,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105622,Inventory Item 5623,Finished Goods,High,Pallet,WH_MUM_01,Mumbai,Yes
ITEM105623,Inventory Item 5624,Packaging,High,Kg,WH_PUN_01,Pune,Yes
ITEM105624,Inventory Item 5625,Finished Goods,Medium,Nos,WH_DEL_01,Delhi,No
ITEM105625,Inventory Item 5626,Spare Parts,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM105626,Inventory Item 5627,Raw Material,Low,Kg,WH_DEL_01,Delhi,No
ITEM105627,Inventory Item 5628,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105628,Inventory Item 5629,Finished Goods,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM105629,Inventory Item 5630,Spare Parts,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM105630,Inventory Item 5631,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105631,Inventory Item 5632,Raw Material,Medium,Box,WH_BLR_01,Bangalore,No
ITEM105632,Inventory Item 5633,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM105633,Inventory Item 5634,Consumables,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM105634,Inventory Item 5635,Finished Goods,Medium,Kg,WH_DEL_01,Delhi,No
ITEM105635,Inventory Item 5636,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM105636,Inventory Item 5637,Consumables,Low,Box,WH_CHN_01,Chennai,Yes
ITEM105637,Inventory Item 5638,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM105638,Inventory Item 5639,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105639,Inventory Item 5640,Packaging,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM105640,Inventory Item 5641,Spare Parts,Medium,Kg,WH_DEL_01,Delhi,No
ITEM105641,Inventory Item 5642,Raw Material,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM105642,Inventory Item 5643,Raw Material,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM105643,Inventory Item 5644,Finished Goods,Medium,Pallet,WH_PUN_01,Pune,Yes
